Movie Spanish,Movie Name real,mi_info,Year,Runtime,Genre,Rating,Director,Language,Country,sinopsis,plataformas,links_plataformas
El hombre elefante,El hombre elefante,48,1980,124,"Drama, Historia",8.049,David Lynch,en,United States of America,"A finales del siglo XIX, el doctor Frederick Treves descubre en un circo a un hombre llamado John Merrick. Se trata de un ciudadano británico con la cabeza monstruosamente deformada, que vive en una situación de constante humillación y sufrimiento al ser exhibido diariamente como una atracción de feria.","Amazon Prime Video, Movistar Plus+, Amazon Prime Video with Ads, Filmin, Movistar Plus+ Ficción Total ",https://www.themoviedb.org/movie/1955-the-elephant-man/watch?locale=ES
El hombre mosca,El hombre mosca,95,1923,70,"Comedia, Romance",7.716,Sam Taylor,en,United States of America,La obra maestra de Harold Lloyd. La escena del genial cómico escalando un edificio supone uno de los momentos más grandes del cine mudo y su clímax -Harold colgado de las manillas del reloj- sigue siendo una de las escenas estelares de la historia del séptimo arte.,Filmin,https://www.themoviedb.org/movie/22596-safety-last/watch?locale=ES
El imaginario del doctor parnassus,El imaginario del doctor Parnassus,,2009,123,"Aventura, Fantasía, Misterio",6.384,Terry Gilliam,en,"Canada, France, United Kingdom","Historia de un circo ambulante dirigido por el doctor Parnassus, en el que los trabajadores dan a la audiencia mucho más de lo que podrían esperarse.  Con una extraordinaria habilidad para guiar la imaginación de los demás, el Doctor Parnassus oculta un oscuro secreto. Siglos atrás hizo un trato con el Diablo para ganar inmortalidad, a cambio de entregarle a cualquier hijo que tuviese al cumplir los 16 años. Ahora, deambulando con su humilde teatro ambulante y con una hija a punto de llegar a esa edad, Parnassus está decidido a cambiar el trato. Tras el fallecimiento de Heath Ledger (1979 - 22 enero 2008) durante el rodaje, tres actores finalizaron su trabajo, representando el mismo personaje a través de diferentes realidades: Johnny Depp, Jude Law y Colin Farrell.",,https://www.themoviedb.org/movie/8054-the-imaginarium-of-doctor-parnassus/watch?locale=ES
El incidente,El choque,,2026,95,"Documental, Crimen",6.9,Gareth Johnson,en,United Kingdom,"Una joven se estrella con su coche contra un edificio y mata a su novio y a un amigo. En este documental, lo que parece un trágico accidente acaba en un caso de asesinato.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/1662317-the-crash/watch?locale=ES
El infierno,El infierno,,2010,145,"Acción, Crimen, Western, Comedia, Drama",7.883,Luis Estrada,es,Mexico,"En el marco de las fiestas del Bicentenario de independencia, Benjamín García, cómo miles de paisanos, regresa a su pueblo deportado de U.S.A. y encuentra un panorama desolador provocado por la crisis económica y la violencia demencial que azotan el lugar. Sin otra opción, y para salvar a su familia de la miseria, García se involucra en el negocio del narco en el que tiene, por primera vez en su vida, una fulgurante prosperidad, pero también un triste y dramático final. Sátira de cáustico humor negro, sobre el mundo del narco, la crisis económica, la corrupción y la violencia irracional que nos aquejan, EL INFIERNO nos lleva a preguntarnos: ¿Habrá este 2010, algo que celebrar?","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/52629-el-infierno/watch?locale=ES
El infierno del odio,El infierno del odio,,1963,143,"Drama, Crimen, Suspense",8.362,Akira Kurosawa,ja,Japan,"En un momento crucial de su vida financiera, Gondo, un hombre de negocios, recibe la noticia de que su hijo ha sido secuestrado, y el rescate exigido es una cantidad de dinero similar a la que necesita para cerrar una importante negociación. Gondo está dispuesto a pagar el rescate hasta que comprende que los secuestradores se han equivocado y se han llevado al hijo del chófer. Ahora deberá decidir si el dinero es más importante que la vida del niño.","Acontra Plus Amazon Channel, Acontra Plus, Filmin",https://www.themoviedb.org/movie/12493/watch?locale=ES
El juego de gerald,El juego de Gerald,jose seat,2017,103,"Terror, Suspense",6.398,Mike Flanagan,en,United States of America,"Jessie (Carla Gugino) y Gerald (Bruce Greenwood) son un matrimonio maduro que viaja a una remota cabaña con la esperanza de revitalizar su deteriorada relación en un sitio apartado y tranquilo. Allí Gerald propone a su mujer un juego sexual: esposarla a la cama para incrementar las sensaciones. Pero cuando éste muere de un infarto, Jessie tendrá que luchar por su supervivencia.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/343674-gerald-s-game/watch?locale=ES
El laberinto del fauno,El laberinto del fauno,4,2006,112,"Fantasía, Drama, Bélica",7.764,Guillermo del Toro,es,"Mexico, Spain, United States of America","En la España falangista de 1944, una joven aficionada a los libros e hijastra de un sádico oficial del ejército huye a un misterioso pero cautivador mundo de fantasía.",,
El mago de oz,El mago de Oz,21,1939,103,"Aventura, Fantasía, Familia",7.585,Victor Fleming,en,United States of America,"La huérfana Dorothy Gale vive una vida sencilla en Kansas con su tía Emma Clara Blandick, su tío Henry y tres pintorescos peones: Hunk, Zeke y Hickory. Un día la severa vecina Miss Gulch es mordida por el perro de Dorothy, Toto. Miss Gulch se lo lleva, por orden del sheriff, a pesar de las apasionadas protestas de tía Emma y el tío Henry. Toto escapa y regresa junto a Dorothy, la cual se alegra momentáneamente, pero pronto se da cuenta de que Miss Gulch regresará. Decide llevarse a Toto y fugarse en busca de una vida mejor 'en algún lugar sobre el arco iris'.","Movistar Plus+ Ficción Total , Movistar Plus+, HBO Max",https://www.themoviedb.org/movie/630-the-wizard-of-oz/watch?locale=ES
El maquinista de la general,El maquinista de La General,85,1926,74,"Acción, Aventura, Comedia, Bélica, Romance, Drama",7.918,Clyde Bruckman,en,United States of America,"A pesar de querer alistarse, durante la Guerra de Secesión Johnny Gray (Buster Keaton) es destinado a la retaguardia. Todo cambia cuando un comando enemigo le roba las dos cosas que más ama: Anabelle Lee y ""La General"", una locomotora.","Amazon Prime Video, Movistar Plus+, Amazon Prime Video with Ads, Filmin, Movistar Plus+ Ficción Total , Acontra Plus, Acontra Plus Amazon Channel",https://www.themoviedb.org/movie/961-the-general/watch?locale=ES
El mensajero del miedo,El mensajero del miedo,105,1962,126,"Suspense, Drama",7.5,John Frankenheimer,en,United States of America,"Un grupo de soldados, bajo el mando del sargento Raymond Shaw y el comandante Benett Marco, sufre una emboscada durante la guerra de Corea y es capturado por el ejército enemigo. Meses después, Shaw recibe una medalla al honor por el gobierno de los Estados Unidos. Por entonces, Marco comienza a sufrir terribles pesadillas relacionadas con el lavado de cerebro al que fueron sometidos durante el cautiverio en Corea.","Amazon Prime Video, Amazon Prime Video with Ads, Filmin",https://www.themoviedb.org/movie/982-the-manchurian-candidate/watch?locale=ES
El mundo de leland,El mundo de Leland,,2003,105,"Crimen, Drama",6.487,Matthew Ryan Hoge,en,United States of America,"Narra la historia de Leland (Ryan Gosling), un joven de 15 años encarcelado un centro de detención juvenil tras asesinar a un niño autista. Allí dentro, un profesor de color (Don Cheadle) tratará de desvelar los misterios que se esconden detrás del comportamiento del chico, mientras fuera se suceden los tumultuosos cambios que afectan a la familia de Leland y a la comunidad en la que vive.",,https://www.themoviedb.org/movie/13573-the-united-states-of-leland/watch?locale=ES
El nacimiento de una nación,El nacimiento de una nación,106,2016,120,Drama,6.6,Nate Parker,en,"Canada, United States of America","Ambientada en Virginia, en 1831, treinta años antes del estallido de la Guerra de Secesión y basada en sucesos reales, narra la historia de Nat Turner, un instruido esclavo y predicador cuyo propietario Samuel Turner, que atraviesa por dificultades económicas, acepta una oferta para utilizar a Nat para someter a esclavos rebeldes. A medida que va siendo testigo de innumerables atrocidades —de las que son víctimas él mismo, su esposa Cherry y sus compañeros de esclavitud—, Nat liderará una rebelión contra la esclavitud con la esperanza de llevar a su pueblo a la libertad.",,https://www.themoviedb.org/movie/339408-the-birth-of-a-nation/watch?locale=ES
El nombre de la rosa,El nombre de la rosa,,1986,131,"Drama, Suspense, Misterio",7.496,Jean-Jacques Annaud,en,"France, Germany, Italy","Siglo XIV. Todo comienza una hermosa mañana de finales de noviembre de 1327, cuando un monje franciscano y antiguo inquisidor, acompañado de su novicio discípulo –quien relata la historia– acuden a una abadía benedictina situada en el norte de Italia para intentar resolver un crimen. Durante su estancia van desapareciendo misteriosamente más religiosos, a quienes después hallan muertos. Poco a poco, gracias a la información aportada por algunos monjes, Guillermo va esclareciendo los hechos. El móvil de los crímenes parecen ser unos antiguos tratados que se custodian en la biblioteca del complejo, de la cual se dice que es la mayor del mundo cristiano. ¿Quién es el asesino? ¿Qué motivó la muerte de sus víctimas? Nadie lo sabe…","Amazon Prime Video, Amazon Prime Video with Ads, Acontra Plus, Filmin",https://www.themoviedb.org/movie/192-the-name-of-the-rose/watch?locale=ES
El nuevo nuevo testamento,El nuevo Nuevo Testamento,fuckmind,2015,114,"Comedia, Fantasía",6.648,Jaco Van Dormael,fr,"Luxembourg, Belgium, France","¿Qué pasaría si Dios existiese...y viviese en Bruselas? Dios en la tierra es un cobarde, con patéticos códigos morales y odioso con su familia. Su hija, Ea, se aburre en casa y no puede soportar estar encerrada en ese pequeño apartamento en la ordinaria Bruselas, hasta que un día decide rebelarse contra su padre, entra en su ordenador y le dice a todo el mundo el día en el que morirá, con lo que hace que de repente todos se pongan a pensar que hacer con los días, meses, o años que les quedan por vivir.","Amazon Prime Video, Amazon Prime Video with Ads",https://www.themoviedb.org/movie/330764-le-tout-nouveau-testament/watch?locale=ES
El padrino parte iii,El Padrino Parte III,16,1990,162,"Crimen, Drama, Suspense",7.4,Francis Ford Coppola,en,United States of America,"Michael Corleone, heredero del imperio de don Vito Corleone, intenta rehabilitarse socialmente y legitimar todas las posesiones de la familia negociando con el Vaticano. Después de luchar toda su vida se encuentra cansado y centra todas sus esperanzas en encontrar un sucesor que se haga cargo de los negocios. Vincent, el hijo ilegítimo de su hermano Sonny, parece ser el elegido.","Movistar Plus+ Ficción Total , SkyShowtime",https://www.themoviedb.org/movie/242-the-godfather-part-iii/watch?locale=ES
El piano,Un talento único,59,2026,109,"Crimen, Suspense",6.86,Daniel Roher,en,"Canada, United States of America","Las meticulosas habilidades de un talentoso afinador de pianos le llevan a descubrir una inesperada aptitud para abrir cajas fuertes, lo que pone su vida patas arriba.",,
El planeta de los simios,El reino del planeta de los simios,plot twist,2024,145,"Ciencia ficción, Aventura, Acción",7.1,Wes Ball,en,United States of America,"Ambientada varias generaciones en el futuro tras el reinado de César, en la que los simios son la especie dominante que vive en armonía y los humanos se han visto reducidos a vivir en la sombra. Mientras un nuevo y tiránico líder simio construye su imperio, un joven simio emprende un angustioso viaje que le llevará a cuestionarse todo lo que sabe sobre el pasado y a tomar decisiones que definirán el futuro de simios y humanos por igual.",Disney Plus,https://www.themoviedb.org/movie/653346-kingdom-of-the-planet-of-the-apes/watch?locale=ES
El puente sobre el río kwai,El puente sobre el río Kwai,47,1957,161,"Drama, Historia, Bélica",7.825,David Lean,en,United Kingdom,"Durante la Segunda Guerra Mundial (1939-1945), un grupo de prisioneros británicos son obligados por los japoneses a construir un puente. Los oficiales, capitaneados por su flemático coronel, se opondrán a toda orden que viole la Convención de Ginebra sobre los derechos y las condiciones de vida de los prisioneros de guerra.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/826-the-bridge-on-the-river-kwai/watch?locale=ES
El rapto de bunny lake,El rapto de Bunny Lake,,1965,107,"Misterio, Suspense",7.2,Otto Preminger,en,United Kingdom,"Recién instalada en Londres, Ann Lake lleva a la escuela a su hija Bunny el primer día de clase; pero, cuando vuelve a recogerla, de la niña no hay rastro por ninguna parte. La madre denuncia la desaparición a la policía, pero las investigaciones de los agentes no conducen a ninguna parte, es como si se la hubiera tragado la tierra. Poco a poco, en comisaría empiezan a preguntarse si no se tratará de una fantasía de Ann.",Filmin,https://www.themoviedb.org/movie/1942-bunny-lake-is-missing/watch?locale=ES
